timestamp,open,high,low,close,volume
2026-02-09 13:45:00,8440.0,8449.0,8434.0,8438.0,1168
2026-02-09 14:00:00,8438.0,8439.0,8418.0,8425.0,2083
2026-02-09 14:15:00,8425.0,8436.0,8425.0,8436.0,380
2026-02-09 14:30:00,8436.0,8448.0,8436.0,8446.0,1581
2026-02-09 14:45:00,8446.0,8454.0,8434.0,8437.0,1999
2026-02-09 15:00:00,8437.0,8449.0,8413.0,8415.0,4117
2026-02-09 15:15:00,8414.0,8429.0,8407.0,8427.0,2596
2026-02-09 15:30:00,8428.0,8433.0,8418.0,8426.0,1339
2026-02-09 15:45:00,8426.0,8426.0,8420.0,8425.0,125
2026-02-09 16:00:00,8424.0,8448.0,8420.0,8438.0,1258
2026-02-09 16:15:00,8438.0,8442.0,8435.0,8435.0,1045
2026-02-09 16:30:00,8435.0,8453.0,8434.0,8450.0,2068
2026-02-09 16:45:00,8453.0,8457.0,8447.0,8455.0,1476
2026-02-09 17:00:00,8455.0,8455.0,8455.0,8455.0,10
